seed,R@1,R@5,R@10,MRR,mAP,median_rank
44,0.9556805027286258,0.9909045807838598,0.9948734909872664,0.97164141603887,0.9716397786996772,1.0
45,0.9565073590210021,0.9905738382669093,0.9953696047626922,0.9715463887614089,0.9715447514222161,1.0
46,0.9584918141227055,0.9900777244914833,0.9952042335042169,0.9729383215323483,0.9729383215323483,1.0
