genre,SSA-Embed,siglip2_zs,clip,dinov2,donut
advertisements,0.9876923076923076,0.96,0.9415384615384615,0.9538461538461539,0.9415384615384615
book_covers,0.9757575757575757,0.9757575757575757,0.9757575757575757,0.9757575757575757,0.8424242424242424
books,0.9008363201911589,0.7759856630824373,0.45221027479091996,0.3106332138590203,0.974910394265233
comics,0.9949341438703141,0.9918946301925026,0.9685916919959473,0.9888551165146909,0.9513677811550152
magazines,0.9338235294117647,0.8529411764705882,0.8189338235294118,0.7931985294117647,0.9705882352941176
news_papers,0.9871086556169429,0.9815837937384899,0.9723756906077348,0.9815837937384899,0.8987108655616943
poems,0.9920948616600791,0.9517786561264822,0.7462450592885376,0.3952569169960474,0.9992094861660079
